date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-03-11,124.75,124.77,122.11,122.24,68938974.0,0.0,1.0,118.97742993586,118.99650447372,116.45959093762,116.58357543374,68938974.0
2015-03-12,122.31,124.9,121.63,124.45,48362719.0,0.0,1.0,116.65033631627,119.12048896985,116.00180202884,118.69131186788,48362719.0
2015-03-13,124.4,125.3951,122.58,123.59,51827283.0,0.0,1.0,118.64362552321,119.59267915471,116.90784257745,117.87110673966,51827283.0
2015-03-16,123.88,124.95,122.87,124.95,35874300.0,0.0,1.0,118.14768753871,119.16817531451,117.1844233765,119.16817531451,35874300.0
2015-03-17,125.9,127.32,125.65,127.04,51023104.0,0.0,1.0,120.07421586312,121.42850805157,119.8357841398,121.16146452145,51023104.0
2015-03-18,127.0,129.16,126.37,128.47,65270945.0,0.0,1.0,121.12331544572,123.18336553519,120.52246750296,122.52529397883,65270945.0
2015-03-19,128.75,129.2451,127.4,127.495,45809490.0,0.0,1.0,122.79233750895,123.26452769381,121.50480620303,121.59541025789,45809490.0
2015-03-20,128.25,128.4,125.16,125.9,68695136.0,0.0,1.0,122.31547406231,122.45853309631,119.3684579621,120.07421586312,68695136.0
2015-03-23,127.12,127.85,126.52,127.21,37709674.0,0.0,1.0,121.23776267292,121.933983305,120.66552653695,121.32359809331,37709674.0
2015-03-24,127.23,128.04,126.56,126.69,32842304.0,0.0,1.0,121.34267263118,122.11519141473,120.70367561268,120.82766010881,32842304.0
2015-03-25,126.54,126.82,123.38,123.38,51655177.0,0.0,1.0,120.68460107482,120.95164460493,117.67082409207,117.67082409207,51655177.0
2015-03-26,122.76,124.88,122.6,124.24,47572869.0,0.0,1.0,117.07951341824,119.10141443198,116.92691711532,118.49102922029,47572869.0
2015-03-27,124.57,124.7,122.91,123.25,39546151.0,0.0,1.0,118.80575909507,118.92974359119,117.22257245223,117.54683959595,39546151.0
2015-03-30,124.05,126.4,124.0,126.37,47099670.0,0.0,1.0,118.30982111057,120.55107930976,118.2621347659,120.52246750296,47099670.0
2015-03-31,126.09,126.49,124.355,124.43,42090553.0,0.0,1.0,120.25542397284,120.63691473015,118.60070781301,118.67223733001,42090553.0
2015-04-01,124.82,125.12,123.1,124.25,40621437.0,0.0,1.0,119.04419081839,119.33030888637,117.40378056196,118.50056648922,40621437.0
2015-04-02,125.03,125.56,124.19,125.32,32220131.0,0.0,1.0,119.24447346597,119.74994871941,118.44334287562,119.52105426502,32220131.0
2015-04-06,124.47,127.51,124.33,127.35,37193975.0,0.0,1.0,118.71038640574,121.60971616129,118.57686464068,121.45711985837,37193975.0
2015-04-07,127.64,128.1218,125.98,126.01,35012268.0,0.0,1.0,121.73370065742,122.1932062746,120.15051401458,120.17912582138,35012268.0
2015-04-08,125.85,126.4,124.97,125.6,37329243.0,0.0,1.0,120.02652951846,120.55107930976,119.18724985238,119.78809779514,37329243.0
2015-04-09,125.85,126.58,124.66,126.56,32483974.0,0.0,1.0,120.02652951846,120.72275015055,118.89159451546,120.70367561268,32483974.0
2015-04-10,125.95,127.21,125.26,127.1,40187953.0,0.0,1.0,120.12190220779,121.32359809331,119.46383065143,121.21868813505,40187953.0
2015-04-13,128.37,128.57,126.61,126.85,36365123.0,0.0,1.0,122.42992128951,122.62066666816,120.75136195735,120.98025641173,36365123.0
2015-04-14,127.0,127.29,125.91,126.3,25524593.0,0.0,1.0,121.12331544572,121.39989624477,120.08375313205,120.45570662043,25524593.0
2015-04-15,126.41,127.13,126.01,126.78,28970419.0,0.0,1.0,120.56061657869,121.24729994185,120.17912582138,120.9134955292,28970419.0
2015-04-16,126.28,127.1,126.11,126.17,28368987.0,0.0,1.0,120.43663208257,121.21868813505,120.27449851071,120.33172212431,28368987.0
2015-04-17,125.55,126.14,124.46,124.75,51957046.0,0.0,1.0,119.74041145048,120.30311031751,118.70084913681,118.97742993586,51957046.0
2015-04-20,125.57,128.12,125.17,127.6,47054310.0,0.0,1.0,119.75948598834,122.19148956619,119.37799523103,121.69555158169,47054310.0
2015-04-21,128.1,128.2,126.67,126.91,32435057.0,0.0,1.0,122.17241502832,122.26778771765,120.80858557094,121.03748002533,32435057.0
2015-04-22,126.99,128.87,126.32,128.62,37654505.0,0.0,1.0,121.11377817679,122.90678473614,120.4747811583,122.66835301283,37654505.0
2015-04-23,128.3,130.42,128.14,129.67,45770902.0,0.0,1.0,122.36316040698,124.38506142072,122.21056410405,123.66976625076,45770902.0
2015-04-24,130.49,130.63,129.23,130.28,44525905.0,0.0,1.0,124.45182230325,124.5853440683,123.25012641772,124.25153965566,44525905.0
2015-04-27,132.31,133.13,131.15,132.65,96954207.0,0.0,1.0,126.187605249,126.96966130149,125.08128205281,126.51187239272,96954207.0
2015-04-28,134.455,134.54,129.57,130.56,118923970.0,0.0,1.0,128.23334943508,128.314416221,123.57439356144,124.51858318578,118923970.0
2015-04-29,130.16,131.59,128.3,128.64,63386083.0,0.0,1.0,124.13709242847,125.50092188585,122.36316040698,122.68742755069,63386083.0
2015-04-30,127.5,127.88,124.58,125.15,83195423.0,0.0,1.0,121.60017889236,121.9625951118,118.815296364,119.35892069317,83195423.0
2015-05-01,126.1,130.13,125.3,128.95,58512638.0,0.0,1.0,120.26496124178,124.10848062167,119.50197972716,122.98308288761,58512638.0
2015-05-04,129.5,130.57,128.26,128.7,50988278.0,0.0,1.0,123.50763267891,124.52812045471,122.32501133125,122.74465116429,50988278.0
2015-05-05,128.15,128.4498,125.78,125.8,49271416.0,0.0,1.0,122.22010137299,122.50602869559,119.95976863593,119.97884317379,49271416.0
2015-05-06,126.56,126.75,123.36,125.01,72141010.0,0.0,1.0,120.70367561268,120.8848837224,117.65174955421,119.22539892811,72141010.0
2015-05-07,124.77,126.08,124.02,125.26,43940895.0,0.52,1.0,119.49050241661,120.74507128866,118.77223779521,119.95976863593,43940895.0
2015-05-08,126.68,127.62,126.11,127.62,55550382.0,0.0,1.0,121.31968298579,122.21990797794,120.77380187352,122.21990797794,55550382.0
2015-05-11,127.39,127.56,125.625,126.32,42035757.0,0.0,1.0,121.99964016071,122.16244680823,120.30932408501,120.97491596751,42035757.0
2015-05-12,125.6,126.88,124.82,125.865,48160032.0,0.0,1.0,120.28538193096,121.51122021816,119.53838672471,120.53916876386,48160032.0
2015-05-13,126.15,127.19,125.87,126.01,34694235.0,0.0,1.0,120.81210931999,121.80810292834,120.54395719467,120.67803325733,34694235.0
2015-05-14,127.41,128.95,127.16,128.95,45203456.0,0.0,1.0,122.01879388395,123.49363057323,121.77937234348,123.49363057323,45203456.0
2015-05-15,129.07,129.49,128.21,128.77,38208034.0,0.0,1.0,123.60855291266,124.01078110064,122.78494281345,123.3212470641,38208034.0
2015-05-18,128.38,130.72,128.36,130.19,50882918.0,0.0,1.0,122.94774946097,125.18873507974,122.92859573773,124.68116141395,50882918.0
2015-05-19,130.69,130.88,129.64,130.07,44633240.0,0.0,1.0,125.16000449489,125.34196486564,124.15443402492,124.56623907453,44633240.0
2015-05-20,130.0,130.98,129.34,130.06,36454932.0,0.0,1.0,124.4992010432,125.43773348183,123.86712817636,124.55666221291,36454932.0
2015-05-21,130.07,131.63,129.83,131.39,39730364.0,0.0,1.0,124.56623907453,126.06022948705,124.33639439568,125.8303848082,39730364.0
2015-05-22,131.6,132.97,131.4,132.54,45595972.0,0.0,1.0,126.03149890219,127.34352894395,125.83996166982,126.93172389435,45595972.0
2015-05-26,132.6,132.91,129.12,129.62,70697560.0,0.0,1.0,126.98918506406,127.28606777424,123.65643722075,124.13528030169,70697560.0
2015-05-27,130.34,132.26,130.05,132.045,45833246.0,0.0,1.0,124.82481433823,126.66357176902,124.54708535129,126.45766924422,45833246.0
2015-05-28,131.86,131.95,131.1,131.78,30733309.0,0.0,1.0,126.28049730428,126.36668905884,125.55265582125,126.20388241133,30733309.0
2015-05-29,131.23,131.45,129.9,130.28,50884452.0,0.0,1.0,125.6771550223,125.88784597791,124.40343242701,124.76735316852,50884452.0
2015-06-01,131.2,131.39,130.05,130.535,32112797.0,0.0,1.0,125.64842443744,125.8303848082,124.54708535129,125.0115631398,32112797.0
2015-06-02,129.86,130.655,129.32,129.96,33667627.0,0.0,1.0,124.36512498053,125.12648547922,123.84797445312,124.46089359672,33667627.0
2015-06-03,130.66,130.94,129.9,130.12,30983542.0,0.0,1.0,125.13127391003,125.39942603535,124.40343242701,124.61412338262,30983542.0
2015-06-04,129.58,130.58,128.91,129.36,38450118.0,0.0,1.0,124.09697285521,125.05465901708,123.45532312676,123.8862818996,38450118.0
2015-06-05,129.5,129.69,128.36,128.65,35626800.0,0.0,1.0,124.02035796226,124.20231833302,122.92859573773,123.20632472467,35626800.0
2015-06-08,128.9,129.21,126.83,127.8,52674786.0,0.0,1.0,123.44574626514,123.74262897532,121.46333591007,122.39229148708,52674786.0
2015-06-09,126.7,128.08,125.62,127.42,56075420.0,0.0,1.0,121.33883670902,122.6604436124,120.3045356542,122.02837074557,56075420.0
2015-06-10,127.92,129.34,127.85,128.88,39087250.0,0.0,1.0,122.50721382651,123.86712817636,122.44017579517,123.4265925419,39087250.0
2015-06-11,129.18,130.18,128.475,128.59,35390887.0,0.0,1.0,123.71389839046,124.67158455233,123.03872964634,123.14886355496,35390887.0
2015-06-12,128.185,128.33,127.11,127.17,36886246.0,0.0,1.0,122.7610006594,122.89986515287,121.73148803539,121.7889492051,36886246.0
2015-06-15,126.1,127.24,125.71,126.92,43988946.0,0.0,1.0,120.7642250119,121.85598723643,120.39072740877,121.54952766463,43988946.0
2015-06-16,127.03,127.85,126.37,127.6,31494131.0,0.0,1.0,121.65487314244,122.44017579517,121.02280027561,122.20075425471,31494131.0
2015-06-17,127.72,127.88,126.74,127.3,32918071.0,0.0,1.0,122.31567659413,122.46890638003,121.3771441555,121.91344840615,32918071.0
2015-06-18,127.23,128.31,127.22,127.88,35407220.0,0.0,1.0,121.84641037481,122.88071142963,121.8368335132,122.46890638003,35407220.0
2015-06-19,127.71,127.82,126.4,126.6,54716887.0,0.0,1.0,122.30609973251,122.41144521032,121.05153086046,121.24306809284,54716887.0
2015-06-22,127.49,128.06,127.08,127.61,34039345.0,0.0,1.0,122.0954087769,122.64128988917,121.70275745053,122.21033111633,34039345.0
2015-06-23,127.48,127.61,126.8792,127.03,30268863.0,0.0,1.0,122.08583191528,122.21033111633,121.51045406923,121.65487314244,30268863.0
2015-06-24,127.21,129.8,127.12,128.11,55280855.0,0.0,1.0,121.82725665158,124.30766381082,121.74106489701,122.68917419726,55280855.0
2015-06-25,128.86,129.2,127.5,127.5,31938100.0,0.0,1.0,123.40743881866,123.7330521137,122.10498563852,122.10498563852,31938100.0
2015-06-26,127.67,127.99,126.51,126.75,44066841.0,0.0,1.0,122.26779228604,122.57425185784,121.15687633827,121.38672101712,44066841.0
2015-06-29,125.46,126.47,124.48,124.53,49161427.0,0.0,1.0,120.1513058683,121.11856889179,119.21277342967,119.26065773776,49161427.0
2015-06-30,125.57,126.12,124.86,125.425,44370682.0,0.0,1.0,120.25665134611,120.78337873514,119.57669417118,120.11778685264,44370682.0
2015-07-01,126.9,126.94,125.99,126.6,30238811.0,0.0,1.0,121.5303739414,121.56868138787,120.65887953409,121.24306809284,30238811.0
2015-07-02,126.43,126.69,125.77,126.44,27210952.0,0.0,1.0,121.08026144532,121.3292598474,120.44818857848,121.08983830694,27210952.0
2015-07-06,124.94,126.23,124.85,126.0,28060431.0,0.0,1.0,119.65330906413,120.88872421294,119.56711730956,120.66845639571,28060431.0
2015-07-07,125.89,126.15,123.77,125.69,46946811.0,0.0,1.0,120.56311091791,120.81210931999,118.53281625474,120.37157368553,46946811.0
2015-07-08,124.48,124.64,122.54,122.57,60761614.0,0.0,1.0,119.21277342967,119.36600321557,117.35486227564,117.3835928605,60761614.0
2015-07-09,123.85,124.06,119.22,120.07,78595038.0,0.0,1.0,118.60943114769,118.81054524168,114.17534421823,114.98937745582,78595038.0
2015-07-10,121.94,123.85,121.21,123.28,61354474.0,0.0,1.0,116.78025057852,118.60943114769,116.08113968035,118.06355003542,61354474.0
2015-07-13,125.03,125.755,124.32,125.66,41440538.0,0.0,1.0,119.7395008187,120.43382328605,119.05954364377,120.34284310068,41440538.0
2015-07-14,126.04,126.37,125.04,125.61,31768139.0,0.0,1.0,120.70676384219,121.02280027561,119.74907768032,120.29495879258,31768139.0
2015-07-15,125.72,127.15,125.58,126.82,33649200.0,0.0,1.0,120.40030427039,121.76979548186,120.26622820773,121.45375904845,33649200.0
2015-07-16,127.74,128.57,127.35,128.51,36222447.0,0.0,1.0,122.33483031737,123.12970983172,121.96133271424,123.07224866201,36222447.0
2015-07-17,129.08,129.62,128.31,129.62,46164710.0,0.0,1.0,123.61812977428,124.13528030169,122.88071142963,124.13528030169,46164710.0
2015-07-20,130.97,132.97,130.7,132.07,58900203.0,0.0,1.0,125.42815662021,127.34352894395,125.16958135651,126.48161139827,58900203.0
2015-07-21,132.85,132.92,130.32,130.75,76756427.0,0.0,1.0,127.22860660453,127.29564463586,124.80566061499,125.2174656646,76756427.0
2015-07-22,121.99,125.5,121.99,125.22,115450607.0,0.0,1.0,116.82813488661,120.18961331478,116.82813488661,119.92146118945,115450607.0
2015-07-23,126.2,127.09,125.06,125.16,50999452.0,0.0,1.0,120.85999362809,121.71233431215,119.76823140355,119.86400001974,50999452.0
2015-07-24,125.32,125.74,123.9,124.5,42162332.0,0.0,1.0,120.01722980564,120.41945799363,118.65731545578,119.23192715291,42162332.0
2015-07-27,123.09,123.61,122.12,122.77,44455540.0,0.0,1.0,117.88158966467,118.37958646884,116.95263408765,117.57513009287,44455540.0
2015-07-28,123.38,123.91,122.55,123.38,33618097.0,0.0,1.0,118.15931865161,118.6668923174,117.36443913726,118.15931865161,33618097.0
2015-07-29,123.15,123.5,122.27,122.99,37011653.0,0.0,1.0,117.93905083438,118.27424099104,117.09628701194,117.78582104848,37011653.0
2015-07-30,122.32,122.5699,121.71,122.37,33628268.0,0.0,1.0,117.14417132003,117.38349709188,116.55998276129,117.19205562812,33628268.0
2015-07-31,122.6,122.6425,120.91,121.3,42884953.0,0.0,1.0,117.41232344535,117.45302510723,115.79383383179,116.16733143492,42884953.0
2015-08-03,121.5,122.57,117.52,118.44,69975968.0,0.0,1.0,116.35886866729,117.3835928605,112.54727774305,113.42834901197,69975968.0
2015-08-04,117.42,117.7,113.25,114.64,124138623.0,0.0,1.0,112.45150912686,112.71966125219,108.45795783186,109.78914159686,124138623.0
2015-08-05,112.95,117.44,112.1,115.4,98384461.0,0.0,1.0,108.1706519833,112.4706628501,107.35661874571,110.51698307988,98384461.0
2015-08-06,115.97,116.5,114.115,115.13,52903040.0,0.52,1.0,111.56449443084,112.07436062078,109.77996276602,110.75640462035,52903040.0
2015-08-07,114.58,116.25,114.5,115.52,38670405.0,0.0,1.0,110.22729819682,111.833857701,110.15033726249,111.13158917522,38670405.0
2015-08-10,116.53,119.99,116.53,119.72,54951597.0,0.0,1.0,112.10322097116,115.43178138101,112.10322097116,115.17203822764,54951597.0
2015-08-11,117.81,118.18,113.33,113.49,97082814.0,0.0,1.0,113.33459592047,113.69054024175,109.02478359788,109.17870546655,97082814.0
2015-08-12,112.53,115.42,109.63,115.24,101685610.0,0.0,1.0,108.25517425457,111.0353880073,105.46534038504,110.86222590506,101685610.0
2015-08-13,116.04,116.4,114.54,115.15,48535789.0,0.0,1.0,111.63183524838,111.97815945287,110.18881772965,110.77564485393,48535789.0
2015-08-14,114.32,116.31,114.01,115.96,42929516.0,0.0,1.0,109.97717516024,111.89157840175,109.6789515397,111.55487431404,42929516.0
2015-08-17,116.04,117.65,115.5,117.16,40884745.0,0.0,1.0,111.63183524838,113.1806740518,111.11234894164,112.70928832902,40884745.0
2015-08-18,116.43,117.44,116.01,116.5,34560708.0,0.0,1.0,112.00701980324,112.97865159918,111.602974898,112.07436062078,34560708.0
2015-08-19,116.1,116.52,114.68,115.01,48286510.0,0.0,1.0,111.68955594913,112.09360085437,110.32349936473,110.64096321885,48286510.0
2015-08-20,114.08,114.35,111.63,112.65,68501622.0,0.0,1.0,109.74629235725,110.00603551062,107.38936374333,108.37061565606,68501622.0
2015-08-21,110.43,111.9,105.645,105.76,128275471.0,0.0,1.0,106.23494972835,107.6491068967,101.63172384363,101.74235518673,128275471.0
2015-08-24,94.87,108.8,92.0,103.12,162206292.0,0.0,1.0,91.266048000805,104.66687069134,88.505074481649,99.202644353779,162206292.0
2015-08-25,111.11,111.11,103.5,103.74,103601599.0,0.0,1.0,106.88911767017,106.88911767017,99.568208791856,99.799091594851,103601599.0
2015-08-26,107.085,109.89,105.05,109.69,96774611.0,0.0,1.0,103.0170206616,105.71546342161,101.05932689454,105.52306108578,96774611.0
2015-08-27,112.25,113.24,110.02,112.92,84616056.0,0.0,1.0,107.9858109844,108.93820254676,105.8405249399,108.63035880943,84616056.0
2015-08-28,112.17,113.31,111.54,113.29,53164407.0,0.0,1.0,107.90885005007,109.0055433643,107.30278269221,108.98630313072,53164407.0
2015-08-31,112.13,114.53,112.0,112.76,56229271.0,0.0,1.0,107.87036958291,110.17919761286,107.74530806462,108.47643694077,56229271.0
2015-09-01,110.18,111.88,107.36,107.72,76845860.0,0.0,1.0,105.99444680857,107.62986666312,103.28157387337,103.62789807786,76845860.0
2015-09-02,110.0,112.34,109.131,112.34,61888812.0,0.0,1.0,105.82128470632,108.07239203553,104.98529655714,108.07239203553,61888812.0
2015-09-03,112.49,112.78,110.04,110.37,53233940.0,0.0,1.0,108.2166937874,108.49567717435,105.85976517349,106.1772290276,53233940.0
2015-09-04,108.97,110.45,108.51,109.27,49996311.0,0.0,1.0,104.8304126768,106.25418996194,104.38788730439,105.11901618054,49996311.0
2015-09-08,111.65,112.56,110.32,112.31,54843626.0,0.0,1.0,107.40860397691,108.28403460494,106.12912844365,108.04353168515,54843626.0
2015-09-09,113.76,114.02,109.77,110.15,85010804.0,0.0,1.0,109.43844861992,109.6885716565,105.60002202012,105.96558645819,85010804.0
2015-09-10,110.27,113.2825,109.9,112.57,62892831.0,0.0,1.0,106.08102785969,108.97908804312,105.72508353841,108.29365472173,62892831.0
2015-09-11,111.79,114.21,111.76,114.21,49915473.0,0.0,1.0,107.543285612,109.87135387553,107.51442526162,109.87135387553,49915473.0
2015-09-14,116.58,116.89,114.86,115.31,58363431.0,0.0,1.0,112.15132155512,112.44954517565,110.49666146698,110.9295667226,58363431.0
2015-09-15,115.93,116.53,114.42,116.28,43341155.0,0.0,1.0,111.52601396367,112.10322097116,110.07337632816,111.86271805137,43341155.0
2015-09-16,116.25,116.54,115.44,116.41,37173489.0,0.0,1.0,111.833857701,112.11284108795,111.05462824089,111.98777956966,37173489.0
2015-09-17,115.66,116.49,113.715,113.92,64112641.0,0.0,1.0,111.2662708103,112.06474050399,109.39515809436,109.59237048858,64112641.0
2015-09-18,112.21,114.3,111.87,113.45,74285291.0,0.0,1.0,107.94733051724,109.95793492666,107.62024654633,109.14022499938,74285291.0
2015-09-21,113.67,115.37,113.66,115.21,50221965.0,0.0,1.0,109.35186756879,110.98728742335,109.342247452,110.83336555468,50221965.0
2015-09-22,113.38,114.18,112.5201,113.4,50346159.0,0.0,1.0,109.07288418184,109.84249352516,108.24565033894,109.09212441542,50346159.0
2015-09-23,113.63,114.72,113.3,114.32,35756716.0,0.0,1.0,109.31338710163,110.3619798319,108.99592324751,109.97717516024,35756716.0
2015-09-24,113.25,115.5,112.37,115.0,50219475.0,0.0,1.0,108.94782266355,111.11234894164,108.1012523859,110.63134310206,50219475.0
2015-09-25,116.44,116.69,114.02,114.71,56151926.0,0.0,1.0,112.01663992004,112.25714283982,109.6885716565,110.35235971511,56151926.0
2015-09-28,113.85,114.57,112.44,112.44,50782189.0,0.0,1.0,109.52502967104,110.21767808003,108.16859320344,108.16859320344,50782189.0
2015-09-29,112.83,113.51,107.86,109.06,73365384.0,0.0,1.0,108.54377775831,109.19794570013,103.76257971294,104.91699372792,73365384.0
2015-09-30,110.17,111.54,108.73,109.95,65041596.0,0.0,1.0,105.98482669178,107.30278269221,104.5995298738,105.77318412236,65041596.0
2015-10-01,109.07,109.62,107.31,109.58,63929100.0,0.0,1.0,104.92661384471,105.45572026824,103.23347328941,105.41723980108,63929100.0
2015-10-02,108.01,111.0136,107.55,110.38,58019758.0,0.0,1.0,103.90688146481,106.7963797443,103.46435609241,106.1868491444,58019758.0
2015-10-05,109.88,111.3698,109.07,110.78,52064743.0,0.0,1.0,105.70584330482,107.13904830442,104.92661384471,106.57165381606,52064743.0
2015-10-06,110.63,111.74,109.765,111.31,48856977.0,0.0,1.0,106.42735206418,107.49518502804,105.59521196172,107.081520006,48856977.0
2015-10-07,111.74,111.77,109.41,110.78,46765550.0,0.0,1.0,107.49518502804,107.52404537841,105.25369781562,106.57165381606,46765550.0
2015-10-08,110.19,110.19,108.21,109.5,61979577.0,0.0,1.0,106.00406692536,106.00406692536,104.09928380064,105.34027886675,61979577.0
2015-10-09,110.0,112.28,109.49,112.12,52766140.0,0.0,1.0,105.82128470632,108.01467133478,105.33065874995,107.86074946611,52766140.0
