Date,close,RSI14,RSI50,STOCH14K,STOCH14D,longOutput,shortOutput
2016/8/10,108,70.23998174,57.13123124,97.15122471,98.27889255,0,1
2016/8/11,107.93,69.88255111,57.05392893,94.46219382,96.92090162,1,0
2016/8/12,108.18,70.46069285,57.26465681,92.78487753,94.79943202,1,0
2016/8/15,109.48,73.32791379,58.34908393,94.99298913,94.08002016,0,1
2016/8/16,109.38,72.74299795,58.23309578,93.85835829,93.87874165,0,1
2016/8/17,109.22,71.75673798,58.04471518,90.74183836,93.19772859,0,1
2016/8/18,109.08,70.85154275,57.87754517,84.88336617,89.82785427,1,0
2016/8/19,109.36,71.62256582,58.12367721,84.05213222,86.55911225,0,1
2016/8/22,108.51,65.92188175,57.09031696,78.69147083,82.54232307,1,0
2016/8/23,108.85,67.05156468,57.39945167,75.55156454,79.43172253,0,1
2016/8/24,108.03,61.7361165,56.39950549,62.09946432,72.11416656,0,1
2016/8/25,107.57,58.91460017,55.84263693,47.623549,61.75819262,0,1
2016/8/26,106.94,55.19408402,55.08257621,28.94028782,46.22110038,0,1
2016/8/29,106.82,54.48824052,54.93724333,18.19787592,31.58723758,0,1
2016/8/30,106,49.80145367,53.94479997,13.36467658,20.16761344,1,0
2016/8/31,106.1,50.36218638,54.04810047,12.23586353,14.59947201,1,0
2016/9/1,106.73,53.8590337,54.70126751,16.42001409,14.0068514,1,0
2016/9/2,107.73,58.81824906,55.72069183,28.61169838,19.089192,0,1
2016/9/6,107.7,58.61471417,55.68233157,41.88535743,28.97235664,1,0
2016/9/7,108.36,61.75059018,56.35682539,55.96986684,42.15564088,0,1
2016/9/8,105.52,45.70281142,52.82660287,42.35195266,46.73572565,0,1
2016/9/9,103.13,36.99058328,50.13006036,24.8499638,41.0572611,1,0
2016/9/12,105.44,47.42291903,52.52034775,16.38309256,27.86166967,1,0
2016/9/13,107.95,55.95605611,54.91623891,43.14620417,28.12642018,1,0
2016/9/14,111.77,65.21023804,58.19249171,72.4795375,44.00294474,1,0
2016/9/15,115.57,71.60228727,61.06457077,91.12311615,68.91628594,0,1
2016/9/16,114.92,69.25819728,60.34103741,92.63027332,85.41097566,0,1
2016/9/19,113.58,64.565485,58.87361441,90.28106697,91.34481881,0,1
2016/9/20,113.57,64.53034542,58.86271378,84.311481,89.07427377,0,1
2016/9/21,113.55,64.45478992,58.84048009,80.85470085,85.14908294,1,0
2016/9/22,114.62,66.70110356,59.67206161,83.39438339,82.85352175,0,1
2016/9/23,112.71,59.47568464,57.55402368,81.29426129,81.84778185,1,0
2016/9/26,112.88,59.89213173,57.69041632,79.65811966,81.44892145,1,0
2016/9/27,113.09,60.43305015,57.86109604,75.92185592,78.95807896,1,0
2016/9/28,113.95,62.65434454,58.55968118,78.94993895,78.17663818,0,1
2016/9/29,112.18,55.72086988,56.58943627,77.24053724,77.37077737,1,0
2016/9/30,113.05,58.17109989,57.30982899,73.11592956,76.43546858,0,1
2016/10/3,112.52,56.13326325,56.72466663,62.4666082,70.941025,1,0
2016/10/4,113,57.58255768,57.12919427,49.3404495,61.64099575,1,0
2016/10/5,113.05,57.73918683,57.17174832,38.47664746,50.09456839,1,0
2016/10/6,113.89,60.38570003,57.88832862,38.0849532,41.96735005,1,0
2016/10/7,114.06,60.91910254,58.03333347,52.32622098,42.96260722,1,0
2016/10/10,116.05,66.59018526,59.69123101,70.37323876,53.59480431,1,0
2016/10/11,116.3,67.2334704,59.89433562,75.70212337,66.13386104,1,0
2016/10/12,117.34,69.83545235,60.73418636,78.05250305,74.70928839,0,1
2016/10/13,116.98,67.82758942,60.28825074,74.55648926,76.10370523,1,0
2016/10/14,117.63,69.53097218,60.81828888,80.58608059,77.73169097,0,1
2016/10/17,117.55,69.04643045,60.71651286,81.37336212,78.83864399,0,1
2016/10/18,117.47,68.53211249,60.61301031,83.45428157,81.80457476,0,1
2016/10/19,117.12,66.20848322,60.15521692,80.98693759,81.93819376,0,1
2016/10/20,117.06,65.79662831,60.07584613,78.02583801,80.82235239,0,1
2016/10/21,116.6,62.58241855,59.4620729,72.43196223,77.14824594,1,0
2016/10/24,117.65,66.59396363,60.40431244,74.24973355,74.90251126,1,0
2016/10/25,118.25,68.66153415,60.93377724,80.08818292,75.58995957,0,1
2016/10/26,115.59,53.00022215,57.45805977,72.37739325,75.57176991,0,1
2016/10/27,114.48,48.07259098,56.09557935,52.07090833,68.17882817,0,1
2016/10/28,113.72,44.98843266,55.18138932,23.9157373,49.45467963,0,1
2016/10/31,113.54,44.26410607,54.96490514,11.98572568,29.32412377,0,1
2016/11/1,111.49,36.9647103,52.56821418,8.82350051,14.90832116,1,0
2016/11/2,111.59,37.50609219,52.6709388,10.79578643,10.53500421,0,1
2016/11/3,109.83,32.25536684,50.69901055,9.658806196,9.759364379,0,1
2016/11/4,108.84,29.73377524,49.63245794,7.94594447,9.466845699,1,0
2016/11/7,110.41,38.01018939,51.29064514,10.91306073,9.505937132,1,0
2016/11/8,111.06,41.1032289,51.95881084,19.44715447,12.76871989,0,1
2016/11/9,110.88,40.50057198,51.75818636,26.22286359,18.86102626,0,1
2016/11/10,107.79,31.86362823,48.4791968,23.95734149,23.20911985,1,0
2016/11/11,108.43,34.95750019,49.15990774,21.28057873,23.82026127,0,1
2016/11/14,105.71,28.94253047,46.49577156,16.74322317,20.66038113,1,0
2016/11/15,107.11,35.12958012,47.97650851,20.10292446,19.37557545,1,0
2016/11/16,109.99,45.61937899,50.83280706,30.88610144,22.57741635,0,1
2016/11/17,109.95,45.509308,50.79328388,45.55126825,32.18009805,1,0
2016/11/18,110.06,45.89591609,50.90040922,57.54844969,44.66193979,1,0
2016/11/21,111.73,51.51962745,52.50231865,70.68288053,57.92753282,1,0
2016/11/22,111.8,51.74603568,52.56850713,82.26069217,70.16400746,0,1
2016/11/23,111.23,49.71024249,51.96679792,90.26679503,81.07012258,1,0
2016/11/25,111.79,51.7199024,52.51172018,90.24780176,87.59176299,0,1
2016/11/28,111.57,50.86002033,52.27398841,89.16787858,89.89415845,0,1
2016/11/29,111.46,50.40874482,52.15352405,89.92884404,89.78150813,0,1
2016/11/30,110.52,46.60332972,51.12615806,84.71476844,87.93716369,0,1
2016/12/1,109.49,42.79138534,50.02434919,76.44603459,83.69654902,1,0
2016/12/2,109.9,44.72939157,50.45801686,70.2444842,77.13509574,0,1
2016/12/5,109.11,41.79166526,49.61157187,60.24126887,68.97726255,1,0
2016/12/6,109.95,45.86310981,50.51229639,57.77411001,62.75328769,1,0
2016/12/7,111.03,50.64323418,51.64628683,56.62253094,58.21263661,1,0
2016/12/8,112.12,54.96520206,52.76106601,71.62945636,62.0086991,1,0
2016/12/9,113.95,61.12069221,54.55594277,82.04732085,70.09976938,0,1
2016/12/12,113.3,58.08388628,53.8148495,85.00061815,79.55913179,1,0
2016/12/13,115.19,63.72729888,55.60419858,84.5564356,83.86812487,1,0
2016/12/14,115.19,63.72729888,55.60419858,84.19760375,84.58488583,1,0
2016/12/15,115.82,65.52183832,56.19325954,89.01562146,85.92322027,1,0
2016/12/16,115.97,65.95373314,56.33402178,89.20073375,87.47131965,1,0
2016/12/19,116.64,67.8886432,56.96429896,90.73381864,89.65005795,1,0
2016/12/20,116.95,68.77293189,57.25559093,92.32888068,90.75447769,1,0
2016/12/21,117.06,69.09812099,57.36009202,93.73071648,92.26447193,0,1
2016/12/22,116.29,64.06853452,56.37561685,92.07207207,92.71055641,1,0
2016/12/23,116.52,64.89060894,56.60263955,90.13718755,91.97999203,1,0
2016/12/27,117.26,67.46940378,57.3316333,89.6394398,90.61623314,0,1
2016/12/28,116.76,64.04637151,56.67523712,88.35210894,89.37624543,0,1
2016/12/29,116.73,63.83709851,56.63553754,84.75370074,87.58174983,0,1
2016/12/30,115.82,57.68035054,55.43366005,73.5883821,82.23139726,1,0
2017/1/3,116.15,59.21645394,55.7808983,64.65303295,74.33170526,0,1
2017/1/4,116.02,58.31840884,55.60673713,51.73186066,63.32442524,1,0
2017/1/5,116.61,61.19474498,56.23948522,50.58308382,55.65599248,1,0
2017/1/6,117.91,66.65488299,57.59830622,62.71514379,55.01002942,1,0
2017/1/9,118.99,70.38322642,58.68581639,80.01097695,64.43640152,1,0
2017/1/10,119.11,70.77423983,58.80560614,92.12432296,78.28348123,1,0
2017/1/11,119.75,72.83420439,59.44553517,93.41476177,88.51668723,0,1
2017/1/12,119.25,68.75679542,58.71837236,92.1711074,92.57006404,0,1
2017/1/13,119.04,67.05879188,58.41214866,88.7169568,91.43427532,1,0
2017/1/17,120,70.62962151,59.3998337,88.41764437,89.76856953,0,1
2017/1/18,119.99,70.54383833,59.38484271,89.84024011,88.99161376,0,1
2017/1/19,119.78,68.65797493,59.06541576,91.39728884,89.88505778,1,0
2017/1/20,120,69.57559173,59.29944685,89.95354239,90.39702378,1,0
2017/1/23,120.08,69.92046333,59.38560659,88.8931763,90.08133584,0,1
2017/1/24,119.97,68.76621881,59.20974384,87.54076413,88.79582761,1,0
2017/1/25,121.88,76.13350488,61.24329067,89.27849284,88.57081109,1,0
2017/1/26,121.94,76.32244423,61.3051269,90.50879495,89.10935064,1,0
2017/1/27,121.95,76.35604022,61.31562363,92.41276216,90.73334998,0,1
2017/1/30,121.63,72.79648599,60.777272,87.19565519,90.03907076,0,1
2017/1/31,121.35,69.73322026,60.30452718,81.39795114,87.00212283,1,0
2017/2/1,128.75,86.22770832,67.18745358,80.30445374,82.96602002,0,1
2017/2/2,128.53,84.74899888,66.83588767,81.36279242,81.02173243,1,0
2017/2/3,129.08,85.42206348,67.27274744,86.12175207,82.59633274,1,0
2017/2/6,130.29,86.8020425,68.21273781,90.21594829,85.90016426,1,0
2017/2/7,131.53,88.05043077,69.13962171,94.07308309,90.13692782,1,0
2017/2/8,132.04,88.53094235,69.51271156,97.43186583,93.90696574,1,0
2017/2/9,132.42,88.88943949,69.79039157,97.99642173,96.50045688,0,1
2017/2/10,132.12,86.58831775,69.28204708,97.43019681,97.61949479,1,0
2017/2/13,133.29,87.90353417,70.14738047,96.59711895,97.34124583,1,0
2017/2/14,135.02,89.53734182,71.36449166,96.5002407,96.84251882,1,0
2017/2/15,135.51,89.95132792,71.69798644,96.91522752,96.67086239,0,1
2017/2/16,135.345,88.67889025,71.41221526,96.24982244,96.55509689,1,0
2017/2/17,135.72,89.05774082,71.67404399,95.23961661,96.13488886,1,0
2017/2/21,136.7,89.99957984,72.34936558,96.68724428,96.05889445,1,0
2017/2/22,137.11,90.37292167,72.62795525,98.62173653,96.84953248,0,1
2017/2/23,136.53,85.50960948,71.58681082,96.39548452,97.23482178,1,0
2017/2/24,136.66,85.69541944,71.67966358,93.380897,96.13270602,1,0
2017/2/27,136.93,86.09424999,71.87445515,90.80871477,93.52836543,1,0
2017/2/28,136.99,86.18642044,71.91825345,91.63829161,91.94263446,1,0
2017/3/1,139.79,89.63808609,73.85688122,93.49509114,91.98069918,0,1
2017/3/2,138.96,83.01608172,72.34617549,90.76142979,91.96493752,1,0
2017/3/3,139.78,84.25372414,72.90488945,91.12198221,91.79283438,0,1
2017/3/6,139.34,80.84919916,72.1072148,87.99954895,89.96098698,1,0
2017/3/7,139.52,81.18416114,72.23403129,88.87236704,89.3312994,0,1
2017/3/8,139,76.99445515,71.27871223,83.24366138,86.70519245,0,1
2017/3/9,138.68,74.44822358,70.69163508,77.40521599,83.17374813,1,0
2017/3/10,139.14,75.6926483,71.04149425,74.28113763,78.310005,1,0
2017/3/13,139.2,75.85780734,71.08743052,74.92474442,75.53703268,0,1
2017/3/14,138.99,73.96356618,70.68696892,76.62145401,75.27577869,1,0
2017/3/15,140.46,78.08828284,71.82085101,82.44645448,77.99755097,1,0
2017/3/16,140.69,78.65797907,71.99381099,87.31845999,82.12878949,0,1
2017/3/17,139.99,72.48139489,70.64715537,87.96400185,85.90963877,1,0
2017/3/20,141.46,76.63134825,71.77834917,89.43216856,88.23821013,0,1
2017/3/21,139.84,64.99812662,68.79690077,74.59342338,83.99653126,1,0
2017/3/22,141.42,69.81161733,70.03557137,74.54095424,79.52218206,0,1
2017/3/23,140.92,66.68623847,69.14916699,63.94202899,71.02546887,0,1
2017/3/24,140.64,64.93310944,68.65265186,68.57971014,69.02089779,1,0
2017/3/27,140.88,65.76391548,68.84829047,65.44927536,65.99033816,1,0
2017/3/28,143.8,73.87408866,71.0884103,75.20333396,69.74410649,1,0
2017/3/29,144.12,74.58463785,71.31904467,85.62399415,75.42553449,0,1
2017/3/30,143.93,73.30974779,70.9760075,93.52313642,84.78348818,0,1
2017/3/31,143.66,71.44093699,70.48440647,89.90572379,89.68428479,1,0
2017/4/3,143.7,71.55661898,70.51527873,87.47165533,90.30017185,1,0
2017/4/4,144.77,74.52882699,71.33371708,90.06498931,89.14745614,0,1
2017/4/5,144.02,69.07988997,69.94505251,87.80935022,88.44866495,0,1
2017/4/6,143.66,66.56421662,69.28443008,83.57256778,87.1489691,0,1
2017/4/7,143.34,64.32191646,68.69592705,73.8791423,81.75368677,0,1
2017/4/10,143.17,63.10571577,68.38106394,69.73684211,75.7295174,0,1
2017/4/11,141.63,53.27803669,65.60166203,59.84405458,67.820013,1,0
2017/4/12,141.8,54.12731362,65.75843501,52.33918129,60.64002599,0,1
2017/4/13,141.05,49.82435697,64.4363751,42.00779727,51.39701105,1,0
2017/4/17,141.83,53.92657742,65.17929919,38.26510721,44.20402859,0,1
2017/4/18,141.2,50.34624183,64.07609894,29.80506823,36.69265757,0,1
2017/4/19,140.68,47.5405952,63.17550277,21.79012346,29.95343297,1,0
2017/4/20,142.44,56.39731922,64.88028257,25.55555556,25.71691575,0,1
2017/4/21,142.27,55.4239708,64.58558454,32.16049383,26.50205761,1,0
2017/4/24,143.64,61.23096261,65.86074295,50.43209877,36.04938272,1,0
2017/4/25,144.54,64.50251614,66.66533551,63.39506173,48.66255144,0,1
2017/4/26,143.6508,59.18821811,65.11810656,74.48311397,62.77009149,1,0
2017/4/27,143.79,59.7473169,65.24694966,78.07305377,71.98374316,0,1
2017/4/28,143.65,58.87374603,65.00054957,75.14325069,75.89980614,1,0
2017/5/1,146.6,69.11947879,67.62902725,80.94543603,78.05391349,1,0
2017/5/2,147.51,71.47984713,68.37658566,86.05952311,80.71606994,0,1
2017/5/3,147.06,68.68404255,67.58897733,90.17444674,85.72646863,0,1
2017/5/4,146.53,65.43766498,66.6660974,86.16928447,87.46775144,1,0
2017/5/5,148.96,71.9774799,68.66764833,88.62166995,88.32180039,1,0
2017/5/8,153,79.06866821,71.56428275,91.35455546,88.71516996,1,0
2017/5/9,153.96,80.34168098,72.1877317,95.92565839,91.9672946,0,1
2017/5/10,153.26,76.67960577,71.02902559,91.8595315,93.04658178,1,0
2017/5/11,153.95,77.75591396,71.48932704,90.97096514,92.91871834,1,0
2017/5/12,156.1,80.73892781,72.86035617,92.39499157,91.7418294,0,1
2017/5/15,155.7,78.62633901,72.20121389,94.1725575,92.51283807,0,1
2017/5/16,155.47,77.37270063,71.81999447,93.88241914,93.48332273,0,1
2017/5/17,150.25,55.67578777,63.99485375,78.74937718,88.93478461,1,0
2017/5/18,152.54,60.86103205,65.66928948,70.04985781,80.89388471,1,0
2017/5/19,152.96,61.74495698,65.96550713,63.05418917,70.61780805,1,0
2017/5/22,153.99,63.89826756,66.68484322,71.8362951,68.31344736,0,1
2017/5/23,153.8,63.19165916,66.4205989,74.13869333,69.67639253,0,1
2017/5/24,153.34,61.42076007,65.77668374,72.91802309,72.96433717,1,0
2017/5/25,153.87,62.71717952,66.1623556,67.9191326,71.65861634,0,1
2017/5/26,153.61,61.62317751,65.7912178,62.08162538,67.63959369,1,0
2017/5/30,153.67,61.78882489,65.83634521,58.92451484,62.97509094,0,1
2017/5/31,152.76,57.71958239,64.51913418,52.40153698,57.80255907,1,0
